35,2,1,0,2.52982,0,0,-1.1,0,-1,1,3.0067,0.1,0.1,-1.1,-0.333333,-1,2,3.59104,0.2,0.2,-1.13333,-0.666667,-1,3,4.26648,0.3,0.3,-1.2,-1,0,4,4.43315,0.4,0.4,-1.3,-1,1,5,4.08024,0.5,0.5,-1.4,-0.666667,1,6,3.77743,0.6,0.6,-1.46667,-0.333333,1,7,3.52843,0.7,0.7,-1.5,0,1,8,3.33411,0.8,0.8,-1.5,0.333333,1,9,3.19231,0.9,0.9,-1.46667,0.666667,1,10,3.09839,1,1,-1.4,1,1,11,3.04623,1.1,1.1,-1.3,1.33333,1,12,3.02936,1.2,1.2,-1.16667,1.66667,1,13,4.71421,1.3,1.3,-1,2,0.333333,14,5.43818,1.4,1.4,-0.800001,2.11111,1,15,4.72659,1.5,1.5,-0.58889,1.79111,1,16,3.9013,1.6,1.6,-0.409779,1.47111,1,17,2.93652,1.7,1.7,-0.262668,1.15111,1,18,2.96181,1.8,1.8,-0.147557,0.831111,1,19,3.0563,1.9,1.9,-0.0644455,0.511111,1,20,3.2671,2,2,-0.0133344,0.191111,1,21,3.64668,2.1,2.1,0.00577668,-0.128889,1,22,3.44884,2.2,2.2,-0.00711224,0.204444,1,23,3.82033,2.3,2.3,0.0133322,-0.115556,1,24,3.62713,2.4,2.4,0.0017766,0.217778,1,25,3.53421,2.5,2.5,0.0235544,0.551111,1,26,3.51828,2.6,2.6,0.0786654,0.884444,-0.333333,27,3.51652,2.7,2.7,0.16711,0.773333,-0.333333,28,3.51593,2.8,2.8,0.244443,0.662222,-0.333333,29,3.51713,2.9,2.9,0.310665,0.551111,-0.333333,30,3.5213,3,3,0.365776,0.44,-0.333333,31,3.53087,3.1,3.1,0.409776,0.328889,0,32,3.5387,3.2,3.2,0.442665,0.328889,-0.333333,33,3.52113,3.3,3.3,0.475554,0.217778,-0.666667,34,3.50794,inf,3.4,0.497332,-0.00444464
